,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Stn_No,xm,ym,Clus_Db
572,WILLOW CREEK 1,53.386,-118.348,AB,-6.7,0.0,,9.4,0.0,-26.5,0.0,,,,25.3,3.0,,42.0,7.0,,,,692.5,0.0,306GE70,2407591.418011917,2186326.595923125,3
573,BEAVERLODGE RCS,55.197,-119.396,AB,-8.0,2.0,,10.4,1.0,-27.1,1.0,,,,37.9,2.0,,7.0,10.0,,,,674.8,0.0,3070600,2291059.189761571,2531414.806203941,-1
574,BROWNVALE AGCM,56.118,-117.886,AB,-10.6,0.0,,6.8,0.0,-24.4,0.0,,,,15.9,7.0,,,5.0,,,,801.4,0.0,3070800,2458963.44993144,2712959.3671649555,3
575,EAGLESHAM AGCM,55.808,-117.887,AB,-10.6,0.0,,7.5,0.0,-26.9,0.0,,,,16.4,3.0,,,7.0,,,,800.9,0.0,3072151,2458852.2550571547,2651374.7621663995,3
576,EGG ISLAND,58.981,-110.439,AB,-22.8,1.0,,-4.5,1.0,-39.0,0.0,,,,,,,,,,,,1101.6,0.0,3072246,3287031.678729461,3306633.353816243,-1
577,FAIRVIEW AGDM,56.081,-118.439,AB,-10.9,0.0,,6.8,0.0,-27.0,0.0,,,,20.4,7.0,,,9.0,,,,808.3,0.0,3072525,2397472.6844520117,2705582.955894701,3
578,FORT CHIPEWYAN,58.767,-111.117,AB,-22.5,1.0,,-3.0,1.0,-40.3,1.0,,,,12.9,1.0,,,2.0,,,,1093.9,0.0,3072655,3211641.553964446,3260599.715705285,-1
579,FORT CHIPEWYAN RCS,58.767,-111.117,AB,-22.8,0.0,,-3.2,0.0,-40.8,0.0,,,,44.0,0.0,,30.0,17.0,,,,1142.5,0.0,3072659,3211641.553964446,3260599.715705285,-1
580,FORT VERMILION,58.382,-116.04,AB,-17.8,0.0,,3.1,0.0,-34.4,0.0,,,,28.9,0.0,,0.0,5.0,,,,1002.5,0.0,3072723,2664229.1878609606,3178491.1541801756,-1
581,GRANDE PRAIRIE A,55.18,-118.885,AB,-9.7,0.0,,7.8,0.0,-30.5,0.0,29.4,1.0,,26.4,1.0,,29.0,8.0,,,,774.4,0.0,3072921,2347879.7705210424,2528103.5704080714,3
582,HAWK HILLS AGCM,57.265,-117.298,AB,-14.8,0.0,,7.2,0.0,-35.9,0.0,,,,18.4,0.0,,,5.0,,,,917.8,0.0,3073071,2524346.036010832,2945233.3532298617,-1
583,HIGH LEVEL,58.622,-117.165,AB,-17.9,1.0,,4.3,1.0,-37.0,0.0,,,,23.1,1.0,,,4.0,,,,969.0,0.0,3073140,2539134.954290694,3229569.5978711713,-1
584,HIGH LEVEL A,58.621,-117.165,AB,-18.6,0.0,-1.7,4.4,0.0,-38.0,0.0,50.8,0.0,241.0,37.8,0.0,216.0,57.0,8.0,,,,1024.7,0.0,3073146,2539134.954290694,3229356.044657235,-1
585,JEAN COTE AGCM,55.913,-117.12,AB,-10.7,0.0,,6.0,0.0,-26.2,0.0,,,,14.8,2.0,,,6.0,,,,804.1,0.0,3073535,2544138.723633505,2672178.8749804124,3
586,LA CRETE AGCM,58.172,-116.343,AB,-18.2,0.0,,2.9,0.0,-36.1,0.0,,,,19.0,0.0,,,7.0,,,,1014.3,0.0,3073730,2630537.140952702,3134081.832642261,-1
587,LA GLACE AGCM,55.422,-119.255,AB,-8.4,22.0,,7.5,16.0,-28.9,12.0,,,,,,,,,,,,158.4,0.0,3073740,2306737.6670357115,2575373.742973524,3
588,MANNING AGDM,56.974,-117.451,AB,-14.9,3.0,,6.9,3.0,-31.3,0.0,,,,3.9,27.0,,,1.0,,,,822.1,0.0,3074190,2507333.2202452766,2885630.13833189,-1
589,CLEARDALE AGDM,56.314,-119.745,AB,-10.0,0.0,,7.7,0.0,-30.4,0.0,,,,36.5,7.0,,,9.0,,,,784.4,0.0,3074935,2252252.178636217,2752153.1857361626,3
590,PEACE RIVER A,56.227,-117.448,AB,-11.5,0.0,,6.5,0.0,-29.3,0.0,26.8,0.0,,26.2,0.0,,,5.0,,,,825.4,0.0,3075041,2507666.804868131,2734731.189131095,3
591,PEORIA AGDM,55.621,-118.293,AB,-7.0,7.0,,10.5,7.0,-31.2,1.0,,,,11.8,12.0,,,3.0,,,,525.9,0.0,3075160,2413707.1360975737,2614462.168345819,-1
592,RED EARTH,56.552,-115.278,AB,-13.5,0.0,,10.0,0.0,-33.5,0.0,,,,46.3,5.0,,18.0,7.0,,,,881.7,0.0,3075488,2748959.6820658874,2800017.0383657385,-1
593,RYCROFT AGCM,55.777,-118.668,AB,-10.2,0.0,,8.5,0.0,-27.7,0.0,,,,21.6,2.0,,,8.0,,,,790.2,0.0,3075601,2372009.0582408183,2645243.327445374,3
594,SAVANNA AGCM,56.076,-119.345,AB,-9.8,0.0,,8.6,0.0,-25.2,0.0,,,,40.2,3.0,,,9.0,,,,778.0,0.0,3075770,2296730.12835009,2704586.686978981,3
595,SIMONETTE,54.425,-117.741,AB,-6.9,12.0,-0.1,13.0,9.0,-29.0,9.0,16.0,9.0,,16.0,9.0,,0.0,3.0,,,,398.0,0.0,3075937,2475086.7067027185,2382448.3558474155,-1
596,SPIRIT RIVER AUTO STATION,55.695,-119.23,AB,-8.0,1.0,,11.7,1.0,-24.6,0.0,,,,53.1,4.0,,59.0,12.0,,,,701.0,0.0,3076069,2309517.5388928275,2629048.172344923,-1
597,TEEPEE CREEK AGCM,55.352,-118.408,AB,-10.3,0.0,,5.7,0.0,-31.1,0.0,,,,15.1,7.0,,,8.0,,,,793.0,0.0,3076366,2400919.725554836,2561670.8805452352,-1
598,VALLEYVIEW AGDM,55.098,-117.199,AB,-8.4,0.0,,9.0,0.0,-27.8,0.0,,,,20.7,7.0,,,8.0,,,,739.2,0.0,3076680,2535354.328565016,2512151.535110689,3
599,GARDEN RIVER,58.711,-113.866,AB,-20.1,0.0,,2.1,0.0,-39.4,0.0,,,,,,,,,,,,1068.0,0.0,307KPFP,2905966.844555858,3248600.3593396153,-1
600,COLD LAKE A,54.417,-110.283,AB,-14.6,0.0,-2.8,7.0,0.0,-30.9,0.0,33.3,0.0,219.0,30.3,0.0,280.0,22.0,6.0,,,,912.6,0.0,3081680,3304378.0791178704,2380919.4440110317,3
601,DUPRE AGCM,54.367,-110.868,AB,-14.8,0.0,,6.6,0.0,-35.5,0.0,,,,14.7,0.0,,,4.0,,,,919.0,0.0,3081690,3239329.0776613327,2371370.4984732596,3
602,BRATT'S LAKE CLIMATE,50.201,-104.71,SK,-16.1,0.0,,0.5,0.0,-34.0,0.0,,,,13.6,0.0,,20.0,3.0,,,,954.2,0.0,4010811,3924067.1135063996,1613408.109704351,3
603,BROADVIEW,50.368,-102.571,SK,-17.8,0.0,-5.2,-0.9,0.0,-33.8,0.0,,,,17.7,0.0,192.0,15.0,5.0,,,,1002.2,0.0,4010879,4161912.949601332,1642469.563451089,3
604,BUFFALO POUND LAKE,50.55,-105.383,SK,-15.7,0.0,,1.5,0.0,-32.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,,943.1,0.0,4010984,3849232.9631128088,1674258.0333511624,3
605,CUPAR,50.85,-104.267,SK,-18.4,10.0,-5.6,-3.0,8.0,-36.0,8.0,32.5,8.0,,32.5,8.0,,0.0,5.0,,,,655.5,0.0,4011980,3973326.442814513,1726925.5760503206,-1
606,DUVAL,51.183,-104.867,SK,-16.4,0.0,-5.3,-1.0,0.0,-30.0,0.0,24.7,0.0,236.0,24.7,0.0,223.0,0.0,9.0,,,,964.3,0.0,4012300,3906609.5182437035,1785784.7505663019,3
607,ESTEVAN A,49.217,-102.967,SK,-14.6,17.0,-3.8,3.4,17.0,-27.2,17.0,8.4,17.0,,8.2,17.0,,,3.0,,,,358.1,0.0,4012400,4117879.779384598,1444201.4852503538,-1
608,ESTEVAN A,49.21,-102.966,SK,-16.0,11.0,,0.2,11.0,-36.2,11.0,10.6,11.0,,22.4,11.0,,10.0,4.0,,,,577.4,0.0,4012401,4117990.9742588834,1443009.9454290485,3
609,ESTEVAN,49.217,-102.967,SK,-15.3,0.0,,4.0,0.0,-35.8,0.0,,,,16.5,0.0,,14.0,4.0,,,,931.9,0.0,4012410,4117879.779384598,1444201.4852503538,-1
610,INDIAN HEAD CDA,50.55,-103.65,SK,-17.4,0.0,-5.4,-1.1,0.0,-32.3,0.0,,,,13.1,0.0,92.0,6.0,4.0,,,,991.4,0.0,4013480,4041933.6802481604,1674258.0333511624,3
611,KELLIHER,51.257,-103.753,SK,-18.7,0.0,-6.2,-1.0,0.0,-34.0,0.0,28.0,0.0,191.0,28.0,0.0,185.0,48.0,6.0,,,,1028.8,0.0,4013660,4030480.6081968388,1798922.2344399663,3
612,KIPLING,50.2,-102.733,SK,-17.0,0.0,-5.1,-1.4,0.0,-32.8,0.0,18.0,0.0,131.0,18.0,0.0,120.0,0.0,6.0,,,,980.0,0.0,4014040,4143899.379967213,1613234.3956689974,3
613,LANGENBURG,50.9,-101.717,SK,-19.5,9.0,-5.7,0.5,9.0,-36.0,9.0,16.6,9.0,,16.6,9.0,,50.0,4.0,,,,712.2,0.0,4014145,4256873.372240449,1735736.3809433216,3
614,LAST MOUNTAIN CS,51.417,-105.25,SK,-17.6,0.0,-5.5,0.6,0.0,-36.3,0.0,,,,16.3,1.0,,11.0,6.0,,,,996.4,0.0,4014156,3864021.881392671,1827400.0734339645,3
615,LEROY,52.0,-104.633,SK,-19.0,0.0,-5.7,1.0,0.0,-36.5,0.0,30.0,0.0,264.0,30.0,0.0,248.0,28.0,6.0,,,,1037.2,0.0,4014322,3932629.11882632,1932017.9551961618,3
616,LIPTON 2,51.152,-103.889,SK,-17.9,3.0,-4.0,-0.5,3.0,-31.0,3.0,28.8,3.0,,28.8,3.0,,53.0,6.0,,,,896.9,0.0,4014481,4015358.1052941224,1780287.4784264825,3
617,MOOSE JAW CS,50.332,-105.538,SK,-14.3,0.0,,3.7,0.0,-32.9,0.0,,,,,,,10.0,,,,,903.2,0.0,4015322,3831997.7575986832,1636196.1895196447,3
618,MUENSTER,52.333,-105.0,SK,-19.6,4.0,-6.6,1.0,3.0,-33.0,4.0,35.0,3.0,,35.0,3.0,,0.0,6.0,,,,901.4,0.0,4015440,3891820.5999638415,1992386.3820917327,3
619,OXBOW,49.317,-102.117,SK,-17.4,4.0,,-0.5,4.0,-35.5,4.0,18.5,4.0,,18.5,4.0,,0.0,6.0,,,,848.9,0.0,4015800,4212395.422526577,1461241.940557273,3
620,QU'APPELLE 1,50.567,-103.983,SK,-16.2,0.0,-4.8,0.0,0.0,-30.0,0.0,27.4,0.0,250.0,27.4,0.0,239.0,48.0,5.0,,,,957.8,0.0,4016322,4004905.7871113615,1677233.5449311929,3
621,REGINA RCS,50.433,-104.667,SK,-16.6,0.0,,-0.1,0.0,-34.3,0.0,,,,14.1,0.0,,8.0,5.0,,,,968.0,0.0,4016699,3928848.49310064,1653808.5539952843,3
622,WATROUS EAST,51.667,-105.4,SK,-17.5,0.0,,0.4,0.0,-35.4,0.0,,,,11.1,0.0,,3.0,5.0,,,,993.7,0.0,4018642,3847342.6502499683,1872096.9498722423,3
623,YELLOW GRASS,49.817,-104.183,SK,-14.5,0.0,-4.1,1.0,0.0,-33.0,0.0,35.0,0.0,223.0,35.0,0.0,220.0,0.0,9.0,,,,911.3,0.0,4019040,3982666.812254425,1546967.6036091624,3
624,YORKTON,51.265,-102.464,SK,-19.3,0.0,,-0.6,0.0,-33.3,0.0,,,,14.4,0.0,,19.0,4.0,,,,1043.4,0.0,4019073,4173810.801149793,1800343.7690131105,3
625,YORKTON,51.265,-102.462,SK,-19.2,2.0,,-0.3,2.0,-33.2,2.0,,,,5.9,3.0,,,2.0,,,,966.2,0.0,4019075,4174033.1908983616,1800343.7690131105,3
626,TONKIN,51.2,-102.233,SK,-20.1,0.0,,-1.0,0.0,-36.0,0.0,28.0,0.0,,28.0,0.0,,33.0,5.0,,,,1067.0,0.0,4019082,4199496.817109554,1788800.9533934565,3
627,WYNYARD (AUT),51.767,-104.2,SK,-18.2,0.0,,-0.4,0.0,-32.3,0.0,,,,15.0,0.0,,9.0,6.0,,,,1014.9,0.0,40190LN,3980776.499391586,1890044.7544886041,3
628,WEYBURN,49.7,-103.8,SK,-15.9,0.0,,0.2,0.0,-33.8,0.0,,,,14.4,0.0,,16.0,4.0,,,,949.3,0.0,401HP5R,4025254.4491054593,1526828.9155610157,3
629,ASSINIBOIA AIRPORT,49.729,-105.946,SK,-12.4,0.0,,6.5,0.0,-29.8,0.0,,,,10.3,0.0,,8.0,4.0,,,,852.5,0.0,4020286,3786630.248890533,1531816.0292347148,-1
630,BEECHY,50.832,-107.311,SK,-13.4,0.0,-4.2,3.0,0.0,-34.0,0.0,16.1,0.0,206.0,18.9,0.0,222.0,21.0,6.0,,,,879.6,0.0,4020560,3634849.2454919424,1723755.9984250981,3
631,ELBOW CS,51.133,-106.583,SK,-15.8,0.0,,1.8,0.0,-32.2,0.0,,,,28.7,0.0,,33.0,8.0,,,,947.5,0.0,4022359,3715799.113971191,1776920.007747693,3
632,ELBOW 2 NE,51.167,-106.55,SK,-15.1,8.0,-4.6,4.5,8.0,-33.0,8.0,21.7,8.0,,21.7,8.0,,,6.0,,,,662.8,0.0,4022363,3719468.544822586,1782946.9874264589,3
633,LUCKY LAKE,50.95,-107.15,SK,-14.6,0.0,,2.0,0.0,-31.3,0.0,,,,14.6,0.0,,22.0,7.0,,,,913.8,0.0,4024714,3652751.620251776,1744556.6520843962,3
634,MAPLE CREEK,49.903,-109.466,SK,-7.3,0.0,,13.2,0.0,-30.4,0.0,,,,14.6,0.0,,1.0,5.0,,,,708.2,0.0,4024919,3395224.291408456,1561801.4693124453,-1
635,ROCK POINT,51.154,-107.263,SK,-14.4,0.0,-4.4,2.0,0.0,-30.5,0.0,27.8,0.0,308.0,27.8,0.0,297.0,16.0,9.0,,,,906.0,0.0,4026847,3640186.599457607,1780642.0296702692,3
636,STEWART VALLEY,50.6,-107.8,SK,-11.1,1.0,-2.3,5.0,1.0,-29.0,1.0,14.0,1.0,,14.0,1.0,,7.0,8.0,,,,786.0,0.0,4027775,3580474.951966734,1683012.6040855767,3
637,SWIFT CURRENT,50.292,-107.691,SK,-11.8,3.0,,6.2,3.0,-27.4,2.0,,,,3.1,1.0,,,1.0,,,,743.8,0.0,4028038,3592595.193263764,1629231.3462181808,3
638,SWIFT CURRENT CDA,50.267,-107.733,SK,-11.1,0.0,-2.9,6.5,0.0,-26.4,0.0,,,,12.9,0.0,143.0,0.0,8.0,,,,815.1,0.0,4028060,3587925.008543807,1624881.2920382433,-1
639,LEADER AIRPORT,50.909,-109.501,SK,-11.6,0.0,,6.0,0.0,-30.2,0.0,,,,12.4,0.0,,0.0,4.0,,,,829.2,0.0,402DAF0,3391332.4708084906,1737323.3303544587,3
640,CLAYDON,49.133,-109.1,SK,-6.4,5.0,1.3,8.0,5.0,-23.5,5.0,10.6,5.0,,10.6,5.0,,0.0,5.0,,,,560.7,0.0,4031581,3435921.615396649,1429914.1269772733,-1
641,CORONACH,49.117,-105.517,SK,-12.3,0.0,-3.4,8.5,0.0,-34.0,0.0,23.5,0.0,180.0,25.7,0.0,182.0,21.0,11.0,,,,847.9,0.0,4031844,3834332.8499586615,1427195.4713451928,-1
642,CORONACH SPC,49.05,-105.483,SK,-11.3,0.0,-3.2,7.7,0.0,-33.3,0.0,,,,10.7,0.0,125.0,1.0,3.0,,,,821.0,0.0,40318MN,3838113.4756843396,1415820.6153447852,-1
643,CYPRESS HILLS PARK,49.641,-109.514,SK,-7.7,0.0,,11.2,0.0,-24.9,0.0,,,,47.3,0.0,,10.0,12.0,,,,720.5,0.0,4031999,3389886.9374427907,1516691.8985828515,-1
644,EASTEND CYPRESS (AUT),49.438,-108.989,SK,-8.5,0.0,,8.9,0.0,-28.4,0.0,,,,10.2,0.0,,29.0,4.0,,,,742.6,0.0,4032322,3448264.2464422476,1481907.2160095507,-1
645,MANKOTA,49.099,-107.024,SK,-9.6,0.0,-0.2,7.2,0.0,-31.4,0.0,,,,,,,0.0,,,,,771.9,0.0,4034910,3666762.1744116466,1424138.031793476,-1
646,ROCKGLEN (AUT),49.168,-105.979,SK,-11.0,0.0,,6.6,0.0,-28.9,0.0,,,,15.3,0.0,,5.0,6.0,,,,812.2,0.0,4036844,3782960.8180391383,1435864.2468400523,-1
647,VAL MARIE SOUTHEAST,49.058,-107.586,SK,-8.5,0.0,,9.4,0.0,-35.3,0.0,,,,5.4,0.0,,,2.0,,,,742.1,0.0,4038412,3604270.655063656,1417178.00066695,-1
648,BICKLEIGH,51.294,-108.407,SK,-14.2,11.0,-3.4,3.0,9.0,-29.5,10.0,19.2,0.0,210.0,23.4,0.0,257.0,0.0,7.0,,,,546.9,0.0,4040587,3512979.663275933,1805498.9070850238,3
649,BUTTE ST PIERRE,53.45,-109.2,SK,-16.7,0.0,-3.1,6.0,0.0,-37.5,0.0,27.4,0.0,295.0,27.4,0.0,291.0,22.0,8.0,,,,971.5,0.0,4041000,3424802.12796818,2198267.5362842763,-1
650,KINDERSLEY A,51.515,-109.181,SK,-13.9,0.0,,2.8,0.0,-31.1,0.0,16.1,0.0,,13.2,0.0,,7.0,5.0,,,,893.0,0.0,4043901,3426914.8305795896,1844892.0022401009,3
651,NORTH BATTLEFORD RCS,52.772,-108.256,SK,-16.5,0.0,,3.7,0.0,-33.2,0.0,,,,42.0,0.0,,15.0,17.0,,,,966.0,0.0,4045607,3529770.0892929193,2072669.817313129,-1
652,NORTH BATTLEFORD,52.769,-108.244,SK,-16.7,1.0,,1.9,1.0,-32.7,1.0,,,,0.8,1.0,,,0.0,,,,937.9,0.0,4045695,3531104.427784336,2072118.4461059961,-1
653,ROSETOWN EAST,51.567,-107.917,SK,-15.4,0.0,,2.5,0.0,-32.0,0.0,,,,17.4,0.0,,17.0,5.0,,,,936.1,0.0,4046884,3567465.151675426,1854188.7188198129,3
654,SCOTT CDA,52.36,-108.835,SK,-15.7,0.0,-2.8,2.9,0.0,-33.7,0.0,,,,21.7,0.0,238.0,13.0,6.0,,,,944.1,0.0,4047240,3465388.25708209,1997300.994834314,3
655,WASECA RCS,53.131,-109.405,SK,-15.0,0.0,,3.6,0.0,-29.9,0.0,,,,37.7,0.0,,43.0,9.0,,,,924.5,0.0,4048521,3402007.1787398206,2138926.8484457554,3
656,MELFORT,52.817,-104.6,SK,-19.3,0.0,,0.0,0.0,-35.3,0.0,,,,13.0,0.0,,14.0,4.0,,,,1044.9,0.0,4055079,3936298.5496777142,2080944.948866818,3
657,OUTLOOK PFRA,51.483,-107.05,SK,-14.9,0.0,-4.8,2.9,0.0,-34.0,0.0,,,,18.3,0.0,214.0,30.0,6.0,,,,921.4,0.0,4055736,3663871.1076802453,1839176.2200106066,3
658,PILGER,52.417,-105.15,SK,-19.2,0.0,,0.0,0.0,-36.6,0.0,,,,14.7,0.0,,45.0,6.0,,,,1040.4,0.0,4056121,3875141.3688211385,2007686.1588932155,3
659,PRINCE ALBERT A,53.214,-105.673,SK,-19.5,0.0,,1.7,0.0,-41.1,0.0,26.4,0.0,,21.4,0.0,,34.0,5.0,,,,1049.4,0.0,4056241,3816986.4495702507,2154324.007833941,-1
660,SASKATOON RCS,52.174,-106.719,SK,-17.4,0.0,,1.5,0.0,-35.3,0.0,,,,16.5,0.0,,17.0,7.0,,,,991.7,0.0,4057165,3700676.611068475,1963505.4517632844,3
661,BEACON HILL,54.335,-109.626,SK,-17.7,1.0,,6.0,1.0,-37.0,1.0,32.0,1.0,,32.0,1.0,,50.0,7.0,,,,962.6,0.0,4060452,3377433.1115229055,2365265.272813826,-1
662,BUFFALO NARROWS (AUT),55.841,-108.421,SK,-18.9,0.0,,-0.8,0.0,-36.1,0.0,,,,,,,39.0,,,,,1034.2,0.0,4060983,3511422.9350359463,2657907.14129732,-1
663,CIGAR LAKE,58.083,-104.483,SK,-26.4,0.0,-6.0,-7.0,0.0,-39.0,0.0,10.0,0.0,47.0,10.0,0.0,47.0,38.0,6.0,,,,1243.2,0.0,4061570,3949308.349969021,3115339.8387757707,-1
664,COLLINS BAY,58.229,-103.678,SK,-25.8,0.0,,-6.2,0.0,-42.5,0.0,,,,9.1,0.0,,12.0,3.0,,,,1227.5,0.0,4061629,4038820.22376819,3146109.7839764683,-1
665,COLLINS BAY CAMECO,58.183,-103.7,SK,-26.5,11.0,,-8.2,6.0,-38.5,7.0,13.8,6.0,,13.8,6.0,,0.0,5.0,,,,756.7,0.0,4061632,4036373.9365339265,3136401.513979884,-1
666,ISLAND FALLS (AUT),55.533,-102.35,SK,-23.1,0.0,,-2.1,0.0,-39.4,0.0,,,,11.5,0.0,,37.0,4.0,,,,1149.9,0.0,4063605,4186487.0168182473,2597152.446952164,-1
667,JIMMY LAKE AWOS,54.908,-109.962,SK,-15.9,2.0,,5.4,2.0,-33.0,1.0,,,,20.5,2.0,,,6.0,,,,880.6,0.0,4063623,3340071.6337632528,2475314.8487814656,3
668,KEY LAKE,57.25,-105.6,SK,-26.0,0.0,,-4.0,0.0,-43.7,0.0,,,,9.8,0.0,,28.0,4.0,,,,1231.3,0.0,4063753,3825103.6753930333,2942149.542908429,-1
669,KEY LAKE,57.25,-105.617,SK,-24.6,0.0,-5.9,-4.0,0.0,-42.5,0.0,10.4,0.0,61.0,10.4,0.0,60.0,27.0,5.0,,,,1191.9,0.0,4063755,3823213.3625301924,2942149.542908429,-1
670,KEY LAKE,57.256,-105.618,SK,-25.5,2.0,,-7.3,2.0,-41.3,2.0,,,,7.1,2.0,,,4.0,,,,1131.3,0.0,4063757,3823102.167655909,2943382.9163805842,-1
671,LA RONGE RCS,55.146,-105.27,SK,-20.5,0.0,,-1.7,0.0,-36.6,0.0,,,,54.0,0.0,,42.0,17.0,,,,1078.6,0.0,4064149,3861797.983906978,2521485.3339994485,-1
672,LA RONGE A,55.151,-105.267,SK,-20.9,0.0,,-1.8,0.0,-37.2,0.0,14.6,1.0,,13.8,1.0,,51.0,4.0,,,,1089.6,0.0,4064155,3862131.5685298317,2522458.250244636,-1
673,LOON LAKE RCS,54.02,-109.138,SK,-16.2,0.0,,6.0,0.0,-35.1,0.0,,,,28.8,0.0,,24.0,7.0,,,,957.9,0.0,4064620,3431696.21017383,2305418.993740606,3
674,MEADOW LAKE A,54.125,-108.05,SK,-18.6,0.0,,3.0,0.0,-38.0,0.0,,,,,,,19.0,,,,,1025.9,0.0,4065057,3552676.233395564,2325317.1601832546,-1
675,SOUTHEND,56.333,-103.283,SK,-23.3,0.0,,-2.7,0.0,-39.4,0.0,,,,9.3,0.0,,42.0,3.0,,,,1157.2,0.0,4067655,4082742.199110639,2755963.268066467,-1
676,SPIRITWOOD WEST,53.367,-107.55,SK,-17.5,0.0,,2.4,0.0,-37.1,0.0,,,,21.5,0.0,,20.0,7.0,,,,994.7,0.0,4067723,3608273.670537905,2182785.085357719,-1
677,STONY RAPIDS,59.25,-105.841,SK,-27.5,4.0,,-9.2,4.0,-40.5,4.0,,,,3.2,4.0,,,1.0,,,,1092.1,0.0,4067799,3798305.7106904252,3364905.4592253203,-1
678,WASKESIU LAKE,53.917,-106.067,SK,-18.5,0.0,,-0.7,0.0,-31.8,0.0,,,,17.7,1.0,,39.0,3.0,,,,1020.6,0.0,4068559,3773175.669102087,2285948.5816260055,-1
679,MEADOW LAKE,54.133,-108.517,SK,-17.7,0.0,,3.3,0.0,-39.1,0.0,,,,18.5,0.0,,12.0,6.0,,,,999.7,0.0,406N0NM,3500748.227104618,2326835.276662741,-1
680,URANIUM CITY (AUT),59.567,-108.483,SK,-25.9,0.0,,-6.6,0.0,-41.6,0.0,,,,11.6,0.0,,43.0,3.0,,,,1230.4,0.0,406QLD0,3504528.8528302964,3434168.825935318,-1
681,NIPAWIN,53.333,-104.008,SK,-21.1,2.0,,-7.5,2.0,-39.7,2.0,,,,6.9,17.0,,,1.0,,,,1016.4,0.0,4075525,4002125.9152542455,2176451.585382807,-1
682,NIPAWIN,53.333,-104.0,SK,-20.6,0.0,,1.2,0.0,-39.6,0.0,,,,9.7,0.0,,23.0,3.0,,,,1079.7,0.0,407N51G,4003015.4742485224,2176451.585382807,-1
683,HUDSON BAY(AUT),52.817,-102.317,SK,-20.4,0.0,,0.8,0.0,-37.7,0.0,,,,22.2,0.0,,16.0,4.0,,,,1075.4,0.0,4083324,4190156.4476696416,2080944.948866818,3
684,MCKAGUE 2,52.583,-103.833,SK,-19.7,4.0,-5.7,-0.5,3.0,-35.0,4.0,24.0,2.0,,24.0,2.0,,22.0,4.0,,,,905.8,0.0,4085052,4021585.0182540645,2038007.3596735802,3
685,PELLY,52.083,-101.867,SK,-19.2,0.0,-4.9,22.0,0.0,-38.5,0.0,28.8,0.0,135.0,28.8,0.0,133.0,56.0,5.0,,,,1040.5,0.0,4086000,4240194.141097747,1947022.5395566626,-1
686,PELLY 2,51.733,-101.9,SK,-19.8,0.0,-6.0,-0.5,0.0,-36.5,0.0,20.0,0.0,120.0,20.0,0.0,116.0,38.0,6.0,,,,1057.3,0.0,4086001,4236524.7102463525,1883938.046510146,3
687,BALDUR,49.276,-99.292,MB,-17.2,4.0,-4.9,-2.0,3.0,-33.5,3.0,24.5,0.0,129.0,24.5,0.0,123.0,0.0,6.0,,,,845.1,0.0,5010140,4526520.942380801,1454251.1759230942,3
688,BRANDON A,49.91,-99.952,MB,-19.8,0.0,,-1.0,0.0,-37.1,0.0,20.8,0.0,,15.6,1.0,,26.0,4.0,,,,1058.3,0.0,5010481,4453132.325352912,1563010.0401018588,3
689,BRANDON RCS,49.9,-99.95,MB,-19.4,0.0,,-0.6,0.0,-36.2,0.0,,,,10.5,0.0,,17.0,2.0,,,,1048.2,0.0,5010490,4453354.7151014805,1561283.564085777,3
690,CARBERRY CS,49.906,-99.357,MB,-19.8,0.0,,-0.9,0.0,-36.2,0.0,,,,8.2,0.0,,,3.0,,,,1058.9,0.0,5010547,4519293.275552297,1562319.4067465514,3
691,CYPRESS RIVER RCS,49.562,-99.074,MB,-18.7,0.0,,-0.7,0.0,-34.7,0.0,,,,12.3,1.0,,,2.0,,,,1026.3,0.0,5010641,4550761.4249748625,1503137.8202363476,3
692,ELKHORN 2 EAST,49.927,-101.203,MB,-17.7,3.0,-5.6,-1.0,3.0,-35.0,3.0,11.8,3.0,,11.8,3.0,,13.0,4.0,,,,892.8,0.0,5010QFQ,4314027.537622776,1565945.8710494488,3
693,PORTAGE SOUTHPORT,49.903,-98.284,MB,-17.9,0.0,,-0.9,0.0,-30.4,0.0,,,,9.0,0.0,,8.0,3.0,,,,1004.6,0.0,5012324,4638605.375659759,1561801.4693124453,3
694,ROBLIN,51.183,-101.363,MB,-21.0,0.0,,-1.4,0.0,-37.6,0.0,,,,21.2,0.0,,19.0,5.0,,,,1092.7,0.0,5012469,4296236.357737226,1785784.7505663019,3
695,ST ALPHONSE,49.45,-99.017,MB,-17.4,0.0,-5.6,-1.0,0.0,-34.5,0.0,13.2,0.0,74.0,13.2,0.0,70.0,25.0,3.0,,,,991.5,0.0,5012545,4557099.532809089,1483959.441600861,3
696,SHOAL LAKE CS,50.455,-100.604,MB,-20.7,0.0,,-1.9,0.0,-35.9,0.0,,,,,,,,,,,,1084.6,0.0,5012654,4380633.2673193,1657649.8919729944,3
697,VIRDEN WATER,49.842,-100.934,MB,-17.4,0.0,,0.0,0.0,-34.0,0.0,27.0,0.0,,27.0,0.0,,43.0,4.0,,,,990.9,0.0,5012961,4343938.958805355,1551277.0526789064,3
